article,highlights
"Translate phoneme to English sentence: ['DH', 'IH', 'S', 'SIL', 'W', 'AA', 'Z', 'SIL', 'T', 'W', 'EH', 'N', 'T', 'IY', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL', 'AH', 'G', 'OW', 'SIL']",This was twenty years ago
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'B', 'AY', 'SIL', 'T', 'UW', 'SIL', 'F', 'AO', 'R', 'SIL', 'B', 'IY', 'SIL', 'G', 'EH', 'T', 'SIL']",We pay far too much for what we get
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'P', 'EY', 'SIL', 'F', 'AA', 'R', 'SIL', 'T', 'UW', 'SIL', 'M', 'AH', 'CH', 'SIL', 'F', 'AO', 'R', 'SIL', 'W', 'AH', 'T', 'SIL', 'W', 'IY', 'SIL', 'G', 'EH', 'T', 'SIL']",We pay far too much for what we get
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'HH', 'AW', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL']",I have no idea how many
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'N', 'OW', 'SIL', 'AY', 'D', 'IY', 'AH', 'SIL', 'HH', 'AW', 'SIL', 'M', 'EH', 'N', 'IY', 'SIL']",I have no idea how many
"Translate phoneme to English sentence: ['W', 'IY', 'V', 'SIL', 'N', 'AA', 'T', 'SIL', 'T', 'UW', 'SIL', 'DH', 'EH', 'R', 'SIL', 'HH', 'AE', 'Z', 'SIL', 'G', 'UH', 'D', 'AH', 'L', 'SIL']",We go to their house regularly
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'DH', 'EH', 'R', 'SIL', 'HH', 'AW', 'S', 'SIL', 'R', 'EH', 'G', 'Y', 'AH', 'L', 'ER', 'L', 'IY', 'SIL']",We go to their house regularly
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'AY', 'SIL', 'HH', 'AE', 'V', 'AH', 'L', 'T', 'IY', 'SIL']",I feel better already
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'B', 'EH', 'T', 'ER', 'SIL', 'AO', 'L', 'R', 'EH', 'D', 'IY', 'SIL']",I feel better already
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'HH', 'AE', 'V', 'IH', 'NG', 'SIL', 'F', 'AO', 'R', 'SIL', 'HH', 'ER', 'SIL']",That was pretty upsetting for her
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'AH', 'P', 'S', 'EH', 'T', 'IH', 'NG', 'SIL', 'F', 'AO', 'R', 'SIL', 'HH', 'ER', 'SIL']",That was pretty upsetting for her
"Translate phoneme to English sentence: ['AH', 'SIL', 'K', 'AH', 'N', 'SH', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'T', 'AY', 'M', 'SIL']",Essentially a frame is a measurement of time
"Translate phoneme to English sentence: ['EH', 'S', 'EH', 'N', 'SH', 'AH', 'L', 'IY', 'SIL', 'AH', 'SIL', 'F', 'R', 'EY', 'M', 'SIL', 'IH', 'Z', 'SIL', 'AH', 'SIL', 'M', 'EH', 'ZH', 'ER', 'M', 'AH', 'N', 'T', 'SIL', 'AH', 'V', 'SIL', 'T', 'AY', 'M', 'SIL']",Essentially a frame is a measurement of time
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'W', 'AH', 'N', 'SIL', 'W', 'AA', 'Z', 'SIL', 'M', 'AH', 'SIL']",That's what always amazes me
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'W', 'AH', 'T', 'SIL', 'AO', 'L', 'W', 'EY', 'Z', 'SIL', 'AH', 'M', 'EY', 'Z', 'IH', 'Z', 'SIL', 'M', 'IY', 'SIL']",That's what always amazes me
"Translate phoneme to English sentence: ['F', 'R', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'AH', 'SIL', 'L', 'AA', 'R', 'SH', 'AH', 'N', 'SIL']",Free will is an illusion
"Translate phoneme to English sentence: ['F', 'R', 'IY', 'SIL', 'W', 'IH', 'L', 'SIL', 'IH', 'Z', 'SIL', 'AE', 'N', 'SIL', 'IH', 'L', 'UW', 'ZH', 'AH', 'N', 'SIL']",Free will is an illusion
"Translate phoneme to English sentence: ['L', 'AY', 'K', 'S', 'SIL', 'W', 'AH', 'T', 'SIL', 'T', 'UW', 'SIL', 'AE', 'M', 'SIL', 'F', 'IH', 'L', 'SIL', 'AO', 'R', 'SIL', 'DH', 'AH', 'SIL', 'AO', 'R', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",Lets go to an opera or the symphony or something
"Translate phoneme to English sentence: ['L', 'EH', 'T', 'S', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'AE', 'N', 'SIL', 'AA', 'P', 'R', 'AH', 'SIL', 'AO', 'R', 'SIL', 'DH', 'AH', 'SIL', 'S', 'IH', 'M', 'F', 'AH', 'N', 'IY', 'SIL', 'AO', 'R', 'SIL', 'S', 'AH', 'M', 'TH', 'IH', 'NG', 'SIL']",Lets go to an opera or the symphony or something
"Translate phoneme to English sentence: ['AY', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'EH', 'N', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL', 'AY', 'D', 'IY', 'AH', 'Z', 'SIL']",I don't have any good ideas
"Translate phoneme to English sentence: ['AY', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'EH', 'N', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL', 'AY', 'D', 'IY', 'AH', 'Z', 'SIL']",I don't have any good ideas
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'DH', 'AH', 'SIL', 'D', 'AH', 'Z', 'SIL', 'P', 'EH', 'N', 'AH', 'L', 'IY', 'SIL', 'AH', 'G', 'EH', 'N', 'SIL']",They adopted the death penalty again
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'AH', 'D', 'AA', 'P', 'T', 'IH', 'D', 'SIL', 'DH', 'AH', 'SIL', 'D', 'EH', 'TH', 'SIL', 'P', 'EH', 'N', 'AH', 'L', 'T', 'IY', 'SIL', 'AH', 'G', 'EH', 'N', 'SIL']",They adopted the death penalty again
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AH', 'SIL', 'P', 'EH', 'R', 'AH', 'N', 'T', 'SIL', 'AH', 'V', 'SIL']",They have a set period of time
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AH', 'SIL', 'S', 'EH', 'T', 'SIL', 'P', 'IH', 'R', 'IY', 'AH', 'D', 'SIL', 'AH', 'V', 'SIL', 'T', 'AY', 'M', 'SIL']",They have a set period of time
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'W', 'ER', 'K', 'SIL', 'P', 'L', 'EY', 'S', 'SIL', 'EH', 'K', 'R', 'AA', 'M', 'AH', 'N', 'SIL']",The work place environment
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'W', 'ER', 'K', 'SIL', 'P', 'L', 'EY', 'S', 'SIL', 'IH', 'N', 'V', 'AY', 'R', 'AH', 'N', 'M', 'AH', 'N', 'T', 'SIL']",The work place environment
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'W', 'ER', 'K', 'SIL', 'W', 'ER', 'TH', 'SIL', 'AY', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'T', 'UW', 'SIL', 'AO', 'R', 'SIL', 'N', 'AA', 'T', 'SIL']",I have to go to work whether I want to or not
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'W', 'ER', 'K', 'SIL', 'W', 'EH', 'DH', 'ER', 'SIL', 'AY', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'T', 'UW', 'SIL', 'AO', 'R', 'SIL', 'N', 'AA', 'T', 'SIL']",I have to go to work whether I want to or not
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'EH', 'N', 'TH', 'ER', 'SIL', 'S', 'ER', 'T', 'AH', 'L', 'SIL', 'CH', 'IH', 'L', 'D', 'Z', 'SIL', 'HH', 'AE', 'V', 'SIL', 'DH', 'EH', 'R', 'SIL', 'P', 'UH', 'T', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'P', 'AE', 'S', 'T', 'SIL', 'T', 'EH', 'N', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL']",What other social changes have there been in the past ten years
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'S', 'OW', 'SH', 'AH', 'L', 'SIL', 'CH', 'EY', 'N', 'JH', 'AH', 'Z', 'SIL', 'HH', 'AE', 'V', 'SIL', 'DH', 'EH', 'R', 'SIL', 'B', 'IH', 'N', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'P', 'AE', 'S', 'T', 'SIL', 'T', 'EH', 'N', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL']",What other social changes have there been in the past ten years
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'AA', 'N', 'SIL', 'P', 'AH', 'B', 'IH', 'T', 'IY', 'SIL', 'L', 'IY', 'V', 'SIL']",She is on maternity leave
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'IH', 'Z', 'SIL', 'AA', 'N', 'SIL', 'M', 'AH', 'T', 'ER', 'N', 'IH', 'T', 'IY', 'SIL', 'L', 'IY', 'V', 'SIL']",She is on maternity leave
"Translate phoneme to English sentence: ['AE', 'T', 'SIL', 'DH', 'IH', 'S', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'TH', 'IH', 'NG', 'Z', 'SIL', 'AE', 'K', 'CH', 'UW', 'AH', 'L', 'IY', 'SIL', 'W', 'ER', 'K', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'W', 'EH', 'L', 'SIL']",At this point things actually work pretty well
"Translate phoneme to English sentence: ['AE', 'T', 'SIL', 'DH', 'IH', 'S', 'SIL', 'P', 'OY', 'N', 'T', 'SIL', 'TH', 'IH', 'NG', 'Z', 'SIL', 'AE', 'K', 'CH', 'UW', 'AH', 'L', 'IY', 'SIL', 'W', 'ER', 'K', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'W', 'EH', 'L', 'SIL']",At this point things actually work pretty well
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'DH', 'AH', 'SIL', 'OW', 'L', 'D', 'SIL', 'G', 'AY', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AA', 'R', 'SIL', 'S', 'AO', 'R', 'SIL', 'DH', 'EH', 'R', 'SIL']",It's just the old guys that are still there
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'DH', 'AH', 'SIL', 'OW', 'L', 'D', 'SIL', 'G', 'AY', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AA', 'R', 'SIL', 'S', 'T', 'IH', 'L', 'SIL', 'DH', 'EH', 'R', 'SIL']",It's just the old guys that are still there
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'SIL', 'S', 'EY', 'SIL', 'AY', 'V', 'SIL', 'N', 'EH', 'V', 'ER', 'SIL', 'B', 'IH', 'N', 'SIL']",I would say I've never been
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'SIL', 'S', 'EY', 'SIL', 'AY', 'V', 'SIL', 'N', 'EH', 'V', 'ER', 'SIL', 'B', 'IH', 'N', 'SIL']",I would say I've never been
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL']",That's very hard to do
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'HH', 'AA', 'R', 'D', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL']",That's very hard to do
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'B', 'IH', 'K', 'AO', 'SIL', 'HH', 'AE', 'Z', 'SIL', 'P', 'R', 'AA', 'B', 'AH', 'B', 'L', 'IY', 'SIL', 'D', 'UW', 'SIL', 'W', 'AH', 'T', 'SIL', 'AY', 'SIL', 'T', 'UW', 'SIL']",That's because he's probably doing what I do
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'B', 'IH', 'K', 'AO', 'Z', 'SIL', 'HH', 'IY', 'Z', 'SIL', 'P', 'R', 'AA', 'B', 'AH', 'B', 'L', 'IY', 'SIL', 'D', 'UW', 'IH', 'NG', 'SIL', 'W', 'AH', 'T', 'SIL', 'AY', 'SIL', 'D', 'UW', 'SIL']",That's because he's probably doing what I do
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'UH', 'D', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'W', 'AO', 'R', 'N', 'T', 'SIL', 'K', 'AE', 'N', 'T', 'AH', 'V', 'ER', 'SIL', 'P', 'AH', 'N', 'IH', 'V', 'T', 'AH', 'N', 'SIL']",That would really warrant capital punishment
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'UH', 'D', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'W', 'AO', 'R', 'AH', 'N', 'T', 'SIL', 'K', 'AE', 'P', 'IH', 'T', 'AH', 'L', 'SIL', 'P', 'AH', 'N', 'IH', 'SH', 'M', 'AH', 'N', 'T', 'SIL']",That would really warrant capital punishment
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'HH', 'IY', 'SIL', 'D', 'IH', 'S', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'T', 'UW', 'SIL', 'CH', 'UW', 'Z', 'SIL', 'JH', 'OY', 'SIL']",And he decided to choose joy
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'HH', 'IY', 'SIL', 'D', 'IH', 'S', 'AY', 'D', 'IH', 'D', 'SIL', 'T', 'UW', 'SIL', 'CH', 'UW', 'Z', 'SIL', 'JH', 'OY', 'SIL']",And he decided to choose joy
"Translate phoneme to English sentence: ['B', 'IH', 'K', 'S', 'AH', 'D', 'Z', 'SIL', 'AH', 'N', 'D', 'SIL', 'R', 'EH', 'V', 'IY', 'SIL']",Biscuits and gravy
"Translate phoneme to English sentence: ['B', 'IH', 'S', 'K', 'AH', 'T', 'S', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'R', 'EY', 'V', 'IY', 'SIL']",Biscuits and gravy
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'S', 'AH', 'M', 'SIL', 'T', 'AY', 'P', 'SIL', 'AH', 'V', 'SIL', 'L', 'IH', 'T', 'IH', 'NG', 'SIL']",It is some type of lily
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'S', 'AH', 'M', 'SIL', 'T', 'AY', 'P', 'SIL', 'AH', 'V', 'SIL', 'L', 'IH', 'L', 'IY', 'SIL']",It is some type of lily
"Translate phoneme to English sentence: ['AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'AH', 'SIL', 'K', 'AH', 'N', 'T', 'R', 'EH', 'K', 'T', 'ER', 'SIL', 'AO', 'R', 'SIL', 'AE', 'N', 'SIL', 'EH', 'M', 'P', 'L', 'OY', 'IY', 'SIL']",Are you a contractor or an employee
"Translate phoneme to English sentence: ['AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'AH', 'SIL', 'K', 'AA', 'N', 'T', 'R', 'AE', 'K', 'T', 'ER', 'SIL', 'AO', 'R', 'SIL', 'AE', 'N', 'SIL', 'EH', 'M', 'P', 'L', 'OY', 'IY', 'SIL']",Are you a contractor or an employee
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'AE', 'F', 'ER', 'AH', 'L', 'SIL', 'S', 'EY', 'D', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'B', 'AH', 'T', 'SIL', 'L', 'AO', 'NG', 'Z', 'SIL', 'AH', 'SIL', 'B', 'IH', 'L', 'AY', 'Z', 'SIL', 'AH', 'V', 'SIL', 'P', 'ER', 'S', 'AH', 'N', 'SIL']",The officer said nothing but launched a barrage of punches
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'AO', 'F', 'AH', 'S', 'ER', 'SIL', 'S', 'EH', 'D', 'SIL', 'N', 'AH', 'TH', 'IH', 'NG', 'SIL', 'B', 'AH', 'T', 'SIL', 'L', 'AO', 'N', 'CH', 'T', 'SIL', 'AH', 'SIL', 'B', 'ER', 'AA', 'ZH', 'SIL', 'AH', 'V', 'SIL', 'P', 'AH', 'N', 'CH', 'IH', 'Z', 'SIL']",The officer said nothing but launched a barrage of punches
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'N', 'AA', 'T', 'SIL', 'W', 'ER', 'TH', 'SIL', 'DH', 'AH', 'SIL', 'R', 'AH', 'M', 'AH', 'L', 'IY', 'SIL']",It's not worth the trouble
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'N', 'AA', 'T', 'SIL', 'W', 'ER', 'TH', 'SIL', 'DH', 'AH', 'SIL', 'T', 'R', 'AH', 'B', 'AH', 'L', 'SIL']",It's not worth the trouble
"Translate phoneme to English sentence: ['S', 'IY', 'N', 'Z', 'SIL', 'AY', 'V', 'SIL', 'HH', 'AE', 'D', 'SIL', 'K', 'AE', 'N', 'S', 'SIL', 'AE', 'T', 'SIL', 'HH', 'OW', 'M', 'SIL']",Since I've had cats at home
"Translate phoneme to English sentence: ['S', 'IH', 'N', 'S', 'SIL', 'AY', 'V', 'SIL', 'HH', 'AE', 'D', 'SIL', 'K', 'AE', 'T', 'S', 'SIL', 'AE', 'T', 'SIL', 'HH', 'OW', 'M', 'SIL']",Since I've had cats at home
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'M', 'UW', 'V', 'D', 'SIL', 'IH', 'N', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'P', 'EH', 'N', 'D', 'AH', 'N', 'T', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'AA', 'T', 'SIL', 'K', 'EY', 'M', 'AH', 'L', 'SIL']",We moved into the apartment and got cable
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'M', 'UW', 'V', 'D', 'SIL', 'IH', 'N', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'AH', 'P', 'AA', 'R', 'T', 'M', 'AH', 'N', 'T', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'AA', 'T', 'SIL', 'K', 'EY', 'B', 'AH', 'L', 'SIL']",We moved into the apartment and got cable
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'P', 'R', 'EH', 'S', 'ER', 'SIL']",There's not a lot of pressure
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'P', 'R', 'EH', 'SH', 'ER', 'SIL']",There's not a lot of pressure
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL']",That was all that was there
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL']",That was all that was there
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'P', 'ER', 'AH', 'S', 'T', 'SIL', 'W', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AH', 'SIL', 'F', 'IH', 'T', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'DH', 'IH', 'S', 'SIL']",My parents would have a fit about this
"Translate phoneme to English sentence: ['M', 'AY', 'SIL', 'P', 'EH', 'R', 'AH', 'N', 'T', 'S', 'SIL', 'W', 'UH', 'D', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AH', 'SIL', 'F', 'IH', 'T', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'DH', 'IH', 'S', 'SIL']",My parents would have a fit about this
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AH', 'SIL', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'SIL', 'AO', 'R', 'SIL', 'AH', 'SIL', 'P', 'AA', 'R', 'T', 'S', 'SIL', 'K', 'UH', 'D', 'SIL', 'Y', 'UW', 'Z', 'SIL', 'DH', 'IH', 'S', 'SIL']",I think that a company or a boss could use this
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'AH', 'SIL', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'SIL', 'AO', 'R', 'SIL', 'AH', 'SIL', 'B', 'AA', 'S', 'SIL', 'K', 'UH', 'D', 'SIL', 'Y', 'UW', 'Z', 'SIL', 'DH', 'IH', 'S', 'SIL']",I think that a company or a boss could use this
"Translate phoneme to English sentence: ['W', 'EH', 'N', 'SIL', 'SH', 'IY', 'SIL', 'K', 'EY', 'M', 'SIL', 'AH', 'P', 'SIL', 'HH', 'IY', 'R', 'SIL']",When she came up here
"Translate phoneme to English sentence: ['W', 'EH', 'N', 'SIL', 'SH', 'IY', 'SIL', 'K', 'EY', 'M', 'SIL', 'AH', 'P', 'SIL', 'HH', 'IY', 'R', 'SIL']",When she came up here
"Translate phoneme to English sentence: ['EH', 'N', 'D', 'SIL', 'IH', 'T', 'SIL', 'W', 'EH', 'N', 'SIL', 'N', 'IY', 'D', 'AH', 'N', 'T', 'SIL']",End it when needed
"Translate phoneme to English sentence: ['EH', 'N', 'D', 'SIL', 'IH', 'T', 'SIL', 'W', 'EH', 'N', 'SIL', 'N', 'IY', 'D', 'AH', 'D', 'SIL']",End it when needed
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL', 'G', 'AA', 'T', 'SIL', 'AW', 'T', 'SIL']",I finally got out
"Translate phoneme to English sentence: ['AY', 'SIL', 'F', 'AY', 'N', 'AH', 'L', 'IY', 'SIL', 'G', 'AA', 'T', 'SIL', 'AW', 'T', 'SIL']",I finally got out
"Translate phoneme to English sentence: ['AY', 'SIL', 'S', 'IY', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL', 'AA', 'R', 'SIL', 'AH', 'TH', 'ER', 'Z', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'IH', 'T', 'SIL']",I see that people are enthusiastic about it
"Translate phoneme to English sentence: ['AY', 'SIL', 'S', 'IY', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'IY', 'P', 'AH', 'L', 'SIL', 'AA', 'R', 'SIL', 'IH', 'N', 'TH', 'UW', 'Z', 'IY', 'AE', 'S', 'T', 'IH', 'K', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'IH', 'T', 'SIL']",I see that people are enthusiastic about it
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'SH', 'UH', 'D', 'AH', 'N', 'T', 'SIL', 'B', 'IY', 'SIL', 'D', 'IH', 'S', 'K', 'R', 'OY', 'D', 'SIL']",It shouldn't be destroyed
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'SH', 'UH', 'D', 'AH', 'N', 'T', 'SIL', 'B', 'IY', 'SIL', 'D', 'IH', 'S', 'T', 'R', 'OY', 'D', 'SIL']",It shouldn't be destroyed
"Translate phoneme to English sentence: ['R', 'EH', 'T', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'M', 'UW', 'V', 'IY', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL']",Rent all the movies that you like
"Translate phoneme to English sentence: ['R', 'EH', 'N', 'T', 'SIL', 'AO', 'L', 'SIL', 'DH', 'AH', 'SIL', 'M', 'UW', 'V', 'IY', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'Y', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL']",Rent all the movies that you like
"Translate phoneme to English sentence: ['EH', 'N', 'JH', 'OY', 'SIL', 'AH', 'N', 'D', 'SIL', 'F', 'IY', 'L', 'SIL', 'F', 'R', 'IY', 'SIL', 'T', 'UW', 'SIL', 'AE', 'S', 'K', 'SIL', 'P', 'R', 'IH', 'S', 'AH', 'N', 'Z', 'SIL']",Enjoy and feel free to ask questions
"Translate phoneme to English sentence: ['EH', 'N', 'JH', 'OY', 'SIL', 'AH', 'N', 'D', 'SIL', 'F', 'IY', 'L', 'SIL', 'F', 'R', 'IY', 'SIL', 'T', 'UW', 'SIL', 'AE', 'S', 'K', 'SIL', 'K', 'W', 'EH', 'S', 'CH', 'AH', 'N', 'Z', 'SIL']",Enjoy and feel free to ask questions
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'B', 'AA', 'T', 'SIL', 'AH', 'SIL', 'N', 'UW', 'SIL', 'L', 'AE', 'T', 'SIL', 'W', 'EY', 'T', 'SIL', 'S', 'K', 'OW', 'T', 'SIL']",She bought a new light weight skirt
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'B', 'AA', 'T', 'SIL', 'AH', 'SIL', 'N', 'UW', 'SIL', 'L', 'AY', 'T', 'SIL', 'W', 'EY', 'T', 'SIL', 'S', 'K', 'ER', 'T', 'SIL']",She bought a new light weight skirt
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'AE', 'K', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AW', 'ER', 'SIL', 'AH', 'W', 'EY', 'SIL']",It's just a half hour away
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'AH', 'SIL', 'HH', 'AE', 'F', 'SIL', 'AW', 'ER', 'SIL', 'AH', 'W', 'EY', 'SIL']",It's just a half hour away
